window,sigma,seed,terms,n_terms,coef,coef_rel_error,kept_true_term,right_term_set,recovered
21,0.01,0,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
21,0.01,1,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
21,0.01,2,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
21,0.01,3,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
21,0.01,4,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
41,0.0,0,u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,7,1.3061135422142318,0.020414843339326083,True,False,False
41,0.0,1,u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,7,1.3061135422142318,0.020414843339326083,True,False,False
41,0.0,2,u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,7,1.3061135422142318,0.020414843339326083,True,False,False
41,0.0,3,u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,7,1.3061135422142318,0.020414843339326083,True,False,False
41,0.0,4,u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,7,1.3061135422142318,0.020414843339326083,True,False,False
